Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_54_91___32_83L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L6_04__22_8L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L11_35__33_44L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L_10_72__6_04L,L_10_74__11_35L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L6_04__22_8L,L11_35__33_44L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L6_04__22_8L,L11_35__33_44L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L6_04__22_8L,L11_35__33_44L,L_8_2__8_66L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_15_41__1_62L,L6_04__22_8L,L11_35__33_44L,L_25_07___8_2L,L_10_56__3_05L,L_1_19__6_33L
L0_0__20_14L,L0_0__0_47L,L_32_44___15_41L,L6_04__22_8L,L_10_74__11_35L,L_25_07___8_2L,L_10_56__3_05L,L6_33__13_84L
L0_0__20_14L,L0_0__0_47L,L_66_5___49_47L,L_27_48___10_72L,L_32_83___10_74L,L_41_93___25_07L,L_24_18___10_56L,L6_33__13_84L
L0_0__20_14L,L0_0__0_47L,L_66_5___49_47L,L_44_24___27_48L,L_77_0___54_91L,L_58_79___41_93L,L_37_8___24_18L,L13_84__21_35L
L0_0__20_14L,L0_0__0_47L,L_66_5___49_47L,L_27_48___10_72L,L_54_91___32_83L,L_58_79___41_93L,L_51_41___37_8L,L21_35__28_87L
L0_0__20_14L,L0_0__0_47L,L_66_5___49_47L,L_27_48___10_72L,L_54_91___32_83L,L_58_79___41_93L,L_51_41___37_8L,L21_35__28_87L
L0_0__20_14L,L0_0__0_47L,L_66_5___49_47L,L_27_48___10_72L,L_54_91___32_83L,L_58_79___41_93L,L_51_41___37_8L,L21_35__28_87L
L20_14__40_27L,L0_0__0_47L,L_83_53___66_5L,L_44_24___27_48L,L_54_91___32_83L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L20_14__40_27L,L0_0__0_47L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L20_14__40_27L,L0_47__0_93L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L21_35__28_87L
L20_14__40_27L,L0_0__0_47L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L13_84__21_35L
L40_27__60_41L,L0_47__0_93L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L20_14__40_27L,L0_93__1_4L,L_83_53___66_5L,L_61_0___44_24L,L_54_91___32_83L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L60_41__80_54L,L0_93__1_4L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L40_27__60_41L,L1_4__1_87L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L60_41__80_54L,L1_4__1_87L,L_83_53___66_5L,L_44_24___27_48L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L80_54__100_68L,L1_87__2_33L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L21_35__28_87L
L60_41__80_54L,L1_4__1_87L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L21_35__28_87L
L40_27__60_41L,L1_87__2_33L,L_83_53___66_5L,L_61_0___44_24L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
L80_54__100_68L,L1_87__2_33L,L_83_53___66_5L,L_44_24___27_48L,L_77_0___54_91L,L_75_65___58_79L,L_65_03___51_41L,L28_87__36_38L
