Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L26_89__35_86L,L1_67__1_95L,L_74_6___66_56L,L_43_95___37_32L,L_49_09___29_52L,L_77_32___68_66L,L_81_96___67_19L,L36_16__43_68L
L8_95__17_92L,L1_4__1_67L,L_74_6___66_56L,L_37_32___30_69L,L_49_09___29_52L,L_68_66___59_99L,L_52_42___37_65L,L21_12__28_64L
L8_95__17_92L,L1_67__1_95L,L_74_6___66_56L,L_43_95___37_32L,L_49_09___29_52L,L_68_66___59_99L,L_52_42___37_65L,L13_6__21_12L
L17_92__26_89L,L1_67__1_95L,L_58_53___50_49L,L_30_69___24_06L,L_49_09___29_52L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L8_95__17_92L,L0_86__1_13L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L44_82__53_79L,L1_4__1_67L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L44_82__53_79L,L1_4__1_67L,L_58_53___50_49L,L_24_06___17_43L,L_9_95__9_62L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L44_82__53_79L,L0_86__1_13L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L8_95__17_92L,L1_13__1_4L,L_66_56___58_53L,L_30_69___24_06L,L_49_09___29_52L,L_59_99___51_33L,L_37_65___22_88L,L13_6__21_12L
L8_95__17_92L,L0_86__1_13L,L_74_6___66_56L,L_37_32___30_69L,L_49_09___29_52L,L_59_99___51_33L,L_37_65___22_88L,L13_6__21_12L
L8_95__17_92L,L0_86__1_13L,L_58_53___50_49L,L_30_69___24_06L,L_49_09___29_52L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L1_67__1_95L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L1_13__1_4L,L_58_53___50_49L,L_30_69___24_06L,L_49_09___29_52L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L0_86__1_13L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L0_58__0_86L,L_58_53___50_49L,L_24_06___17_43L,L_29_52___9_95L,L_59_99___51_33L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L1_13__1_4L,L_58_53___50_49L,L_24_06___17_43L,L_9_95__9_62L,L_51_33___42_66L,L_37_65___22_88L,L13_6__21_12L
L17_92__26_89L,L1_4__1_67L,L_66_56___58_53L,L_30_69___24_06L,L_9_95__9_62L,L_51_33___42_66L,L_37_65___22_88L,L6_08__13_6L
L8_95__17_92L,L1_13__1_4L,L_42_46___34_42L,L_24_06___17_43L,L9_62__29_19L,L_51_33___42_66L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L1_4__1_67L,L_42_46___34_42L,L_24_06___17_43L,L9_62__29_19L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L17_92__26_89L,L1_4__1_67L,L_42_46___34_42L,L_24_06___17_43L,L9_62__29_19L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L17_92__26_89L,L1_13__1_4L,L_42_46___34_42L,L_17_43___10_79L,L29_19__48_76L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L26_89__35_86L,L1_13__1_4L,L_42_46___34_42L,L_17_43___10_79L,L9_62__29_19L,L_51_33___42_66L,L_52_42___37_65L,L21_12__28_64L
L17_92__26_89L,L1_13__1_4L,L_50_49___42_46L,L_24_06___17_43L,L29_19__48_76L,L_42_66___34_0L,L_22_88___8_12L,L6_08__13_6L
L8_95__17_92L,L1_13__1_4L,L_50_49___42_46L,L_30_69___24_06L,L9_62__29_19L,L_51_33___42_66L,L_22_88___8_12L,L6_08__13_6L
L8_95__17_92L,L1_13__1_4L,L_42_46___34_42L,L_24_06___17_43L,L29_19__48_76L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L17_92__26_89L,L1_13__1_4L,L_42_46___34_42L,L_24_06___17_43L,L29_19__48_76L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L26_89__35_86L,L1_13__1_4L,L_42_46___34_42L,L_24_06___17_43L,L29_19__48_76L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L26_89__35_86L,L1_13__1_4L,L_42_46___34_42L,L_17_43___10_79L,L29_19__48_76L,L_51_33___42_66L,L_52_42___37_65L,L13_6__21_12L
L26_89__35_86L,L1_13__1_4L,L_42_46___34_42L,L_17_43___10_79L,L29_19__48_76L,L_51_33___42_66L,L_37_65___22_88L,L13_6__21_12L
L17_92__26_89L,L1_13__1_4L,L_42_46___34_42L,L_17_43___10_79L,L29_19__48_76L,L_42_66___34_0L,L_22_88___8_12L,L6_08__13_6L
L26_89__35_86L,L1_13__1_4L,L_50_49___42_46L,L_24_06___17_43L,L_9_95__9_62L,L_42_66___34_0L,L_22_88___8_12L,L6_08__13_6L
