uuidObjectType;uuidObject;description;iso
7fc681f0-a507-4b84-857f-00b4ae9d24ed;2933f834-b8b1-4e9b-b772-def06037e32c;Tennessee_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;06fb7d9b-8de0-4fad-9265-9224b7471d64;Texas_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;cb79738f-0393-4e1b-af2b-e2774aa3eaa7;Utah_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;96752864-efdd-460e-8a85-7c619e341730;Vermont_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;b18809c7-c1c9-4b96-bc80-fbd75535235a;Virginia_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;6381e805-882f-4fc2-b378-4a28265f1abf;Washington,D.C._UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;d48399e3-242a-4a5f-8691-3ba10df53c21;WestVirginia_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;c1136a92-61d8-4bd7-ab30-1e6d3b9f0f41;Wisconsin_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;aa2fdf1e-b77d-4466-8a20-ca30909280a6;Wyoming_UnitedStates;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;d034b7db-84fa-473b-9654-578cb371a04a;Baden-Wurttemberg_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;8a61f7c2-4ccc-49d8-bc7f-473e7d51a6af;Bavaria_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;5b69ad0c-ef73-4371-8f0b-fff19befbdfa;Brandenburg_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;b76cb356-4c7b-4860-92be-42d1e308f0a6;Bremen_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;1cd99ead-869e-4d57-97b5-bc7d850f1153;Hamburg_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;ffc98a64-8fc6-4bae-8e47-bb4cff1eea14;Hesse_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;2935c40c-281c-459c-b010-a22ab383be25;LowerSaxony_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;54e75973-6081-4be6-9f0e-977c168cebe1;Mecklenburg-Vorpommern_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;5f7791fb-2973-4a1a-9dbf-1654f60f5d71;NorthRhine-Westphalia_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;ef9a123f-1cce-48ed-b33e-0a801c8f6f36;Rhineland-Palatinate_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;09c199fa-ff67-4b21-81c3-dcb3e042fed4;Saarland_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;d051e754-a152-428f-b1db-bf72fc0c01f1;Saxony-Anhalt_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;69c98e08-cdd5-47d9-af4a-eeed9947e782;Saxony_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;6f1ffde4-0574-4b40-8ae0-f04819548934;Schleswig-Holstein_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;b4129d0f-25fd-4f56-a575-55c644be9d83;Thuringia_Germany;
6136c9d8-d0b0-4911-a2a8-f7e83139ce6b;4019adf2-dae5-4032-a5f9-5be77d2e9fa0;Berlin_Germany;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;c3baf17b-6230-4744-9691-2777840ffab2;Arkansas_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;c2450206-0be8-4ae2-a452-5610fe534a53;California_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;2ebd29f9-8f39-497a-a3fa-889630c21c1b;Florida_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;93d33603-71bc-47e6-801e-0774c30bcedf;Georgia_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;38f7c6f4-557b-49d3-9eed-f2109c0700a1;NewJersey_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;324bcb6b-3c35-4708-a359-a4a5978a6202;NewYork_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;d985cffb-800e-41da-bdb6-ee81045abdab;Ohio_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;ee46f028-0009-4351-9639-313d7bae7537;Oklahoma_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;29f0eb93-2ae5-4090-b335-65221a0c76e7;Pennsylvania_UnitedStates;
7fc681f0-a507-4b84-857f-00b4ae9d24ed;6381e805-882f-4fc2-b378-4a28265f1abf;Washington_UnitedStates;
