Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_03__80_18L,L10_75__14_32L,L_90_89___86_82L,L_55_89___42_31L,L_60_82___55_93L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L14_32__17_9L,L_90_89___86_82L,L_55_89___42_31L,L_55_93___51_03L,L_80_84___77_17L,L_78_73___69_43L,L28_09__32_34L
L0_03__80_18L,L14_32__17_9L,L_86_82___82_75L,L_55_89___42_31L,L_60_82___55_93L,L_80_84___77_17L,L_69_43___60_12L,L32_34__36_6L
L0_03__80_18L,L14_32__17_9L,L_90_89___86_82L,L_55_89___42_31L,L_70_61___65_72L,L_80_84___77_17L,L_60_12___50_82L,L19_58__23_83L
L0_03__80_18L,L7_18__10_75L,L_86_82___82_75L,L_69_46___55_89L,L_70_61___65_72L,L_84_51___80_84L,L_60_12___50_82L,L15_32__19_58L
L0_03__80_18L,L10_75__14_32L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_80_84___77_17L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L17_9__21_47L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L7_18__10_75L,L_86_82___82_75L,L_55_89___42_31L,L_55_93___51_03L,L_77_17___73_5L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L17_9__21_47L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L14_32__17_9L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_80_84___77_17L,L_69_43___60_12L,L32_34__36_6L
L0_03__80_18L,L7_18__10_75L,L_86_82___82_75L,L_55_89___42_31L,L_70_61___65_72L,L_80_84___77_17L,L_60_12___50_82L,L19_58__23_83L
L320_64__400_79L,L7_18__10_75L,L_82_75___78_68L,L_69_46___55_89L,L_70_61___65_72L,L_84_51___80_84L,L_50_82___41_52L,L15_32__19_58L
L0_03__80_18L,L7_18__10_75L,L_90_89___86_82L,L_83_03___69_46L,L_65_72___60_82L,L_88_18___84_51L,L_88_03___78_73L,L32_34__36_6L
L0_03__80_18L,L10_75__14_32L,L_78_68___74_61L,L_28_74___15_17L,L_51_03___46_14L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L17_9__21_47L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_73_5___69_83L,L_69_43___60_12L,L23_83__28_09L
L160_33__240_49L,L10_75__14_32L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L10_75__14_32L,L_82_75___78_68L,L_42_31___28_74L,L_55_93___51_03L,L_80_84___77_17L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L7_18__10_75L,L_86_82___82_75L,L_55_89___42_31L,L_70_61___65_72L,L_80_84___77_17L,L_50_82___41_52L,L19_58__23_83L
L0_03__80_18L,L3_61__7_18L,L_86_82___82_75L,L_69_46___55_89L,L_70_61___65_72L,L_84_51___80_84L,L_50_82___41_52L,L15_32__19_58L
L0_03__80_18L,L7_18__10_75L,L_78_68___74_61L,L_42_31___28_74L,L_55_93___51_03L,L_77_17___73_5L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L7_18__10_75L,L_78_68___74_61L,L_42_31___28_74L,L_51_03___46_14L,L_73_5___69_83L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L7_18__10_75L,L_82_75___78_68L,L_42_31___28_74L,L_51_03___46_14L,L_73_5___69_83L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L7_18__10_75L,L_78_68___74_61L,L_42_31___28_74L,L_51_03___46_14L,L_73_5___69_83L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L3_61__7_18L,L_78_68___74_61L,L_42_31___28_74L,L_51_03___46_14L,L_77_17___73_5L,L_69_43___60_12L,L28_09__32_34L
L0_03__80_18L,L3_61__7_18L,L_86_82___82_75L,L_55_89___42_31L,L_65_72___60_82L,L_77_17___73_5L,L_50_82___41_52L,L19_58__23_83L
L0_03__80_18L,L3_61__7_18L,L_82_75___78_68L,L_69_46___55_89L,L_65_72___60_82L,L_80_84___77_17L,L_50_82___41_52L,L15_32__19_58L
L0_03__80_18L,L3_61__7_18L,L_74_61___70_54L,L_42_31___28_74L,L_51_03___46_14L,L_73_5___69_83L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L3_61__7_18L,L_74_61___70_54L,L_42_31___28_74L,L_55_93___51_03L,L_73_5___69_83L,L_69_43___60_12L,L23_83__28_09L
L0_03__80_18L,L3_61__7_18L,L_78_68___74_61L,L_42_31___28_74L,L_55_93___51_03L,L_73_5___69_83L,L_60_12___50_82L,L19_58__23_83L
L0_03__80_18L,L3_61__7_18L,L_74_61___70_54L,L_28_74___15_17L,L_55_93___51_03L,L_73_5___69_83L,L_60_12___50_82L,L23_83__28_09L
