Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__10_56L,L1_73__3_46L,L_90_97___78_74L,L_88_43___68_28L,L_66_11___37_18L,L_87_67___77_07L,L_86_39___67_67L,L32_62__40_49L
L10_56__21_12L,L1_73__3_46L,L_78_74___66_5L,L_48_14___27_99L,L_66_11___37_18L,L_77_07___66_47L,L_48_94___30_21L,L16_88__24_75L
L0_0__10_56L,L1_73__3_46L,L_90_97___78_74L,L_68_28___48_14L,L_66_11___37_18L,L_87_67___77_07L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L3_46__5_19L,L_78_74___66_5L,L_27_99___7_85L,L_66_11___37_18L,L_77_07___66_47L,L_67_67___48_94L,L16_88__24_75L
L10_56__21_12L,L3_46__5_19L,L_78_74___66_5L,L_27_99___7_85L,L_66_11___37_18L,L_66_47___55_87L,L_67_67___48_94L,L16_88__24_75L
L42_24__52_8L,L3_46__5_19L,L_78_74___66_5L,L_27_99___7_85L,L_66_11___37_18L,L_66_47___55_87L,L_67_67___48_94L,L16_88__24_75L
L0_0__10_56L,L1_73__3_46L,L_66_5___54_27L,L_27_99___7_85L,L_66_11___37_18L,L_66_47___55_87L,L_67_67___48_94L,L16_88__24_75L
L10_56__21_12L,L3_46__5_19L,L_90_97___78_74L,L_68_28___48_14L,L_66_11___37_18L,L_87_67___77_07L,L_86_39___67_67L,L32_62__40_49L
L0_0__10_56L,L0_0__1_73L,L_78_74___66_5L,L_27_99___7_85L,L_66_11___37_18L,L_77_07___66_47L,L_48_94___30_21L,L16_88__24_75L
L0_0__10_56L,L0_0__1_73L,L_78_74___66_5L,L_68_28___48_14L,L_66_11___37_18L,L_77_07___66_47L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L3_46__5_19L,L_42_04___29_81L,L_27_99___7_85L,L_37_18___8_25L,L_55_87___45_27L,L_48_94___30_21L,L9_01__16_88L
L10_56__21_12L,L5_19__6_91L,L_42_04___29_81L,L_7_85__12_3L,L_8_25__20_68L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_54_27___42_04L,L_27_99___7_85L,L_37_18___8_25L,L_55_87___45_27L,L_48_94___30_21L,L9_01__16_88L
L10_56__21_12L,L5_19__6_91L,L_54_27___42_04L,L_7_85__12_3L,L_37_18___8_25L,L_55_87___45_27L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_54_27___42_04L,L_27_99___7_85L,L_8_25__20_68L,L_55_87___45_27L,L_48_94___30_21L,L16_88__24_75L
L0_0__10_56L,L0_0__1_73L,L_54_27___42_04L,L_27_99___7_85L,L_8_25__20_68L,L_45_27___34_67L,L_30_21___11_48L,L1_13__9_01L
L0_0__10_56L,L6_91__8_64L,L_54_27___42_04L,L_27_99___7_85L,L20_68__49_61L,L_55_87___45_27L,L_11_48__7_24L,L1_13__9_01L
L0_0__10_56L,L1_73__3_46L,L_42_04___29_81L,L_7_85__12_3L,L_8_25__20_68L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L10_56__21_12L,L1_73__3_46L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L10_56__21_12L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_66_5___54_27L,L_48_14___27_99L,L49_61__78_54L,L_66_47___55_87L,L_86_39___67_67L,L16_88__24_75L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_55_87___45_27L,L_67_67___48_94L,L16_88__24_75L
L0_0__10_56L,L0_0__1_73L,L_54_27___42_04L,L_27_99___7_85L,L_8_25__20_68L,L_55_87___45_27L,L_30_21___11_48L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_54_27___42_04L,L_27_99___7_85L,L20_68__49_61L,L_45_27___34_67L,L_11_48__7_24L,L1_13__9_01L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_27_99___7_85L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L42_24__52_8L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_48_94___30_21L,L9_01__16_88L
L21_12__31_68L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L20_68__49_61L,L_45_27___34_67L,L_11_48__7_24L,L1_13__9_01L
L0_0__10_56L,L0_0__1_73L,L_42_04___29_81L,L_7_85__12_3L,L49_61__78_54L,L_45_27___34_67L,L_11_48__7_24L,L1_13__9_01L
