Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L1_63__3_27L,L_32_12___14_93L,L_1_02__10_66L,L_12_92__6_58L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_12_69___1_02L,L_12_92__6_58L,L_16_52___7_96L,L_11_51___4_16L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_32_12___14_93L,L_12_69___1_02L,L6_58__26_09L,L_7_96__0_6L,L_11_51___4_16L,L0_49__4_09L
L372_91__745_81L,L1_63__3_27L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L0_6__9_16L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_12_69___1_02L,L26_09__45_59L,L_7_96__0_6L,L_11_51___4_16L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_32_12___14_93L,L_12_69___1_02L,L6_58__26_09L,L_7_96__0_6L,L_11_51___4_16L,L0_49__4_09L
L372_91__745_81L,L0_0__1_63L,L_14_93__2_27L,L_12_69___1_02L,L26_09__45_59L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L3_27__4_9L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L372_91__745_81L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L_7_96__0_6L,L_18_85___11_51L,L0_49__4_09L
L372_91__745_81L,L1_63__3_27L,L_14_93__2_27L,L_1_02__10_66L,L6_58__26_09L,L0_6__9_16L,L_18_85___11_51L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_32_12___14_93L,L_12_69___1_02L,L26_09__45_59L,L0_6__9_16L,L_11_51___4_16L,L0_49__4_09L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L45_59__65_09L,L0_6__9_16L,L_11_51___4_16L,L0_49__4_09L
L1118_72__1491_63L,L3_27__4_9L,L_14_93__2_27L,L_1_02__10_66L,L45_59__65_09L,L_7_96__0_6L,L_33_55___26_2L,L4_09__7_68L
L0_0__372_91L,L3_27__4_9L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_7_96__0_6L,L_33_55___26_2L,L4_09__7_68L
L372_91__745_81L,L1_63__3_27L,L_14_93__2_27L,L_12_69___1_02L,L26_09__45_59L,L_7_96__0_6L,L_26_2___18_85L,L4_09__7_68L
L372_91__745_81L,L1_63__3_27L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_7_96__0_6L,L_33_55___26_2L,L4_09__7_68L
L372_91__745_81L,L3_27__4_9L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_7_96__0_6L,L_33_55___26_2L,L7_68__11_28L
L0_0__372_91L,L0_0__1_63L,L_32_12___14_93L,L_12_69___1_02L,L26_09__45_59L,L0_6__9_16L,L_18_85___11_51L,L4_09__7_68L
L0_0__372_91L,L0_0__1_63L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_7_96__0_6L,L_11_51___4_16L,L0_49__4_09L
L1491_63__1864_53L,L6_53__8_17L,L_14_93__2_27L,L_1_02__10_66L,L45_59__65_09L,L_16_52___7_96L,L_40_9___33_55L,L7_68__11_28L
L372_91__745_81L,L6_53__8_17L,L_14_93__2_27L,L_1_02__10_66L,L26_09__45_59L,L_16_52___7_96L,L_40_9___33_55L,L7_68__11_28L
L372_91__745_81L,L3_27__4_9L,L_14_93__2_27L,L10_66__22_33L,L26_09__45_59L,L_16_52___7_96L,L_33_55___26_2L,L4_09__7_68L
L372_91__745_81L,L3_27__4_9L,L2_27__19_46L,L22_33__34_0L,L26_09__45_59L,L0_6__9_16L,L_33_55___26_2L,L0_49__4_09L
L372_91__745_81L,L6_53__8_17L,L_66_51___49_32L,L_24_36___12_69L,L_32_43___12_92L,L_33_64___25_08L,L_40_9___33_55L,L14_88__18_48L
L372_91__745_81L,L3_27__4_9L,L_66_51___49_32L,L_24_36___12_69L,L_32_43___12_92L,L_33_64___25_08L,L_33_55___26_2L,L14_88__18_48L
