Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_2_32___0_26L,L25_26__38_12L,L_32_1___28_51L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_6_44___4_38L,L25_26__38_12L,L_28_51___24_92L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_6_44___4_38L,L50_98__63_85L,L_24_92___21_33L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_6_44___4_38L,L_0_47__12_4L,L_28_51___24_92L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_8_5___6_44L,L38_12__50_98L,L_28_51___24_92L,L_24_35___16_28L,L4_38__6_28L
L101_49__202_97L,L0_94__1_17L,L_15_22___10_32L,L_8_5___6_44L,L_0_47__12_4L,L_32_1___28_51L,L_32_43___24_35L,L6_28__8_17L
L0_0__101_49L,L0_7__0_94L,L_15_22___10_32L,L_6_44___4_38L,L25_26__38_12L,L_32_1___28_51L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_4_38___2_32L,L12_4__25_26L,L_32_1___28_51L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_6_44___4_38L,L25_26__38_12L,L_28_51___24_92L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_6_44___4_38L,L25_26__38_12L,L_24_92___21_33L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_6_44___4_38L,L25_26__38_12L,L_28_51___24_92L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_8_5___6_44L,L25_26__38_12L,L_32_1___28_51L,L_24_35___16_28L,L4_38__6_28L
L202_97__304_46L,L0_47__0_7L,L_15_22___10_32L,L_4_38___2_32L,L38_12__50_98L,L_32_1___28_51L,L_32_43___24_35L,L6_28__8_17L
L0_0__101_49L,L0_7__0_94L,L_15_22___10_32L,L_6_44___4_38L,L12_4__25_26L,L_32_1___28_51L,L_24_35___16_28L,L6_28__8_17L
L101_49__202_97L,L0_23__0_47L,L_10_32___5_43L,L_4_38___2_32L,L25_26__38_12L,L_32_1___28_51L,L_24_35___16_28L,L6_28__8_17L
L0_0__101_49L,L0_7__0_94L,L_15_22___10_32L,L_6_44___4_38L,L12_4__25_26L,L_32_1___28_51L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_6_44___4_38L,L50_98__63_85L,L_24_92___21_33L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_8_5___6_44L,L12_4__25_26L,L_32_1___28_51L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_0__0_23L,L_15_22___10_32L,L_6_44___4_38L,L12_4__25_26L,L_32_1___28_51L,L_24_35___16_28L,L6_28__8_17L
L304_46__405_94L,L0_23__0_47L,L_15_22___10_32L,L_4_38___2_32L,L_0_47__12_4L,L_35_7___32_1L,L_24_35___16_28L,L6_28__8_17L
L0_0__101_49L,L0_47__0_7L,L_15_22___10_32L,L_4_38___2_32L,L_0_47__12_4L,L_32_1___28_51L,L_24_35___16_28L,L6_28__8_17L
L101_49__202_97L,L0_0__0_23L,L_10_32___5_43L,L_2_32___0_26L,L_0_47__12_4L,L_32_1___28_51L,L_24_35___16_28L,L6_28__8_17L
L101_49__202_97L,L0_23__0_47L,L_10_32___5_43L,L_2_32___0_26L,L12_4__25_26L,L_28_51___24_92L,L_24_35___16_28L,L4_38__6_28L
L0_0__101_49L,L0_0__0_23L,L_10_32___5_43L,L_2_32___0_26L,L25_26__38_12L,L_24_92___21_33L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_47__0_7L,L_10_32___5_43L,L_4_38___2_32L,L_0_47__12_4L,L_32_1___28_51L,L_8_21___0_13L,L0_58__2_48L
L0_0__101_49L,L0_94__1_17L,L_5_43___0_54L,L_2_32___0_26L,L12_4__25_26L,L_35_7___32_1L,L_40_5___32_43L,L8_17__10_07L
L405_94__507_43L,L0_7__0_94L,L_5_43___0_54L,L_0_26__1_8L,L12_4__25_26L,L_35_7___32_1L,L_40_5___32_43L,L8_17__10_07L
L202_97__304_46L,L0_23__0_47L,L_5_43___0_54L,L_0_26__1_8L,L12_4__25_26L,L_39_29___35_7L,L_40_5___32_43L,L8_17__10_07L
L304_46__405_94L,L0_23__0_47L,L_5_43___0_54L,L_0_26__1_8L,L25_26__38_12L,L_39_29___35_7L,L_40_5___32_43L,L8_17__10_07L
L304_46__405_94L,L0_47__0_7L,L_15_22___10_32L,L_4_38___2_32L,L12_4__25_26L,L_39_29___35_7L,L_40_5___32_43L,L8_17__10_07L
L0_0__101_49L,L0_47__0_7L,L_25_0___20_11L,L_8_5___6_44L,L38_12__50_98L,L_28_51___24_92L,L_16_28___8_21L,L2_48__4_38L
