Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_74__1_4L,L0_03__0_04L,L_19_27___16_56L,L_1_74__0_39L,L_24_83___13_43L,L_37_15___32_13L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_19_27___16_56L,L0_39__2_52L,L_24_83___13_43L,L_37_15___32_13L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_16_56___13_86L,L2_52__4_65L,L_13_43___2_03L,L_37_15___32_13L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_16_56___13_86L,L2_52__4_65L,L_2_03__9_36L,L_32_13___27_11L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_11_15___8_44L,L6_77__8_9L,L_2_03__9_36L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
L0_08__0_74L,L0_0__0_01L,L_11_15___8_44L,L4_65__6_77L,L_2_03__9_36L,L_22_1___17_08L,L_16_63___7_85L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L_1_74__0_39L,L_13_43___2_03L,L_32_13___27_11L,L_25_42___16_63L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_11_15___8_44L,L0_39__2_52L,L20_76__32_16L,L_42_16___37_15L,L_51_77___42_98L,L12_83__14_67L
L0_08__0_74L,L0_0__0_01L,L_16_56___13_86L,L2_52__4_65L,L_13_43___2_03L,L_32_13___27_11L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_16_56___13_86L,L_1_74__0_39L,L_24_83___13_43L,L_37_15___32_13L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_16_56___13_86L,L2_52__4_65L,L_13_43___2_03L,L_32_13___27_11L,L_25_42___16_63L,L10_99__12_83L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L4_65__6_77L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L9_15__10_99L
L0_74__1_4L,L0_0__0_01L,L_11_15___8_44L,L6_77__8_9L,L_13_43___2_03L,L_22_1___17_08L,L_16_63___7_85L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L4_65__6_77L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L2_52__4_65L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L9_15__10_99L
L0_74__1_4L,L0_0__0_01L,L_13_86___11_15L,L0_39__2_52L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L9_15__10_99L
L0_74__1_4L,L0_0__0_01L,L_13_86___11_15L,L0_39__2_52L,L_24_83___13_43L,L_32_13___27_11L,L_16_63___7_85L,L9_15__10_99L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L2_52__4_65L,L_2_03__9_36L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
L0_08__0_74L,L0_0__0_01L,L_8_44___5_73L,L6_77__8_9L,L_2_03__9_36L,L_27_11___22_1L,L_16_63___7_85L,L7_31__9_15L
L1_4__2_05L,L0_0__0_01L,L_8_44___5_73L,L6_77__8_9L,L_2_03__9_36L,L_22_1___17_08L,L_16_63___7_85L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_11_15___8_44L,L2_52__4_65L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L5_47__7_31L
L0_08__0_74L,L0_0__0_01L,L_13_86___11_15L,L0_39__2_52L,L_24_83___13_43L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
L0_74__1_4L,L0_03__0_04L,L_13_86___11_15L,L0_39__2_52L,L_24_83___13_43L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
L1_4__2_05L,L0_03__0_04L,L_11_15___8_44L,L4_65__6_77L,L_13_43___2_03L,L_32_13___27_11L,L_16_63___7_85L,L9_15__10_99L
L1_4__2_05L,L0_0__0_01L,L_11_15___8_44L,L4_65__6_77L,L_2_03__9_36L,L_27_11___22_1L,L_25_42___16_63L,L9_15__10_99L
L0_08__0_74L,L0_0__0_01L,L_8_44___5_73L,L6_77__8_9L,L_2_03__9_36L,L_27_11___22_1L,L_16_63___7_85L,L7_31__9_15L
L2_71__3_37L,L0_0__0_01L,L_8_44___5_73L,L6_77__8_9L,L_2_03__9_36L,L_22_1___17_08L,L_16_63___7_85L,L5_47__7_31L
L2_71__3_37L,L0_0__0_01L,L_11_15___8_44L,L0_39__2_52L,L_2_03__9_36L,L_27_11___22_1L,L_16_63___7_85L,L5_47__7_31L
L2_71__3_37L,L0_0__0_01L,L_11_15___8_44L,L2_52__4_65L,L_13_43___2_03L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
L2_71__3_37L,L0_0__0_01L,L_11_15___8_44L,L0_39__2_52L,L_13_43___2_03L,L_32_13___27_11L,L_25_42___16_63L,L9_15__10_99L
