Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__3_9L,L0_04__0_08L,L_6_01__3_22L,L6_02__16_03L,L7_29__16_4L,L_1_07__11_23L,L_5_06__5_6L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_1_82__7_29L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_10_93___1_82L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_04__0_08L,L_6_01__3_22L,L16_03__26_04L,L_20_05___10_93L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_29_16___20_05L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_10_93___1_82L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L7_29__16_4L,L_1_07__11_23L,L_5_06__5_6L,L_2_24__1_91L
L0_0__3_9L,L0_04__0_08L,L_6_01__3_22L,L6_02__16_03L,L_1_82__7_29L,L_1_07__11_23L,L_5_06__5_6L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L7_29__16_4L,L_13_36___1_07L,L_15_71___5_06L,L1_91__6_06L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_10_93___1_82L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L_1_82__7_29L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L6_02__16_03L,L7_29__16_4L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L16_03__26_04L,L_10_93___1_82L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L16_03__26_04L,L_10_93___1_82L,L_13_36___1_07L,L_5_06__5_6L,L1_91__6_06L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L26_04__36_06L,L_10_93___1_82L,L_13_36___1_07L,L_5_06__5_6L,L1_91__6_06L
L0_0__3_9L,L0_0__0_04L,L_6_01__3_22L,L26_04__36_06L,L_20_05___10_93L,L_1_07__11_23L,L5_6__16_25L,L_2_24__1_91L
L0_0__3_9L,L0_08__0_12L,L_6_01__3_22L,L26_04__36_06L,L_20_05___10_93L,L_13_36___1_07L,L_5_06__5_6L,L1_91__6_06L
L3_9__7_8L,L0_04__0_08L,L_15_23___6_01L,L26_04__36_06L,L_20_05___10_93L,L_13_36___1_07L,L_5_06__5_6L,L1_91__6_06L
L3_9__7_8L,L0_0__0_04L,L_15_23___6_01L,L16_03__26_04L,L_10_93___1_82L,L_25_65___13_36L,L_5_06__5_6L,L1_91__6_06L
L3_9__7_8L,L0_04__0_08L,L_15_23___6_01L,L16_03__26_04L,L_10_93___1_82L,L_25_65___13_36L,L_5_06__5_6L,L6_06__10_21L
L7_8__11_69L,L0_0__0_04L,L_24_46___15_23L,L6_02__16_03L,L_10_93___1_82L,L_25_65___13_36L,L_5_06__5_6L,L6_06__10_21L
L15_59__19_49L,L0_0__0_04L,L_24_46___15_23L,L6_02__16_03L,L_10_93___1_82L,L_37_95___25_65L,L_15_71___5_06L,L6_06__10_21L
L3_9__7_8L,L0_0__0_04L,L_24_46___15_23L,L16_03__26_04L,L_20_05___10_93L,L_37_95___25_65L,L_15_71___5_06L,L6_06__10_21L
L11_69__15_59L,L0_04__0_08L,L_33_68___24_46L,L_4_0__6_02L,L_29_16___20_05L,L_37_95___25_65L,L_26_36___15_71L,L10_21__14_36L
L11_69__15_59L,L0_0__0_04L,L_33_68___24_46L,L_4_0__6_02L,L_29_16___20_05L,L_50_24___37_95L,L_26_36___15_71L,L14_36__18_51L
L15_59__19_49L,L0_16__0_2L,L_42_91___33_68L,L_4_0__6_02L,L_20_05___10_93L,L_50_24___37_95L,L_37_02___26_36L,L14_36__18_51L
L11_69__15_59L,L0_0__0_04L,L_42_91___33_68L,L_4_0__6_02L,L_20_05___10_93L,L_50_24___37_95L,L_37_02___26_36L,L14_36__18_51L
L15_59__19_49L,L0_04__0_08L,L_42_91___33_68L,L_14_01___4_0L,L_29_16___20_05L,L_50_24___37_95L,L_37_02___26_36L,L14_36__18_51L
L11_69__15_59L,L0_08__0_12L,L_42_91___33_68L,L_14_01___4_0L,L_29_16___20_05L,L_50_24___37_95L,L_37_02___26_36L,L10_21__14_36L
L11_69__15_59L,L0_04__0_08L,L_42_91___33_68L,L_14_01___4_0L,L_29_16___20_05L,L_50_24___37_95L,L_37_02___26_36L,L14_36__18_51L
L3_9__7_8L,L0_04__0_08L,L_42_91___33_68L,L_14_01___4_0L,L_29_16___20_05L,L_50_24___37_95L,L_37_02___26_36L,L14_36__18_51L
